Employee_ID,Job_Title,Gender,Age,Education_Level,Years_of_Experience,Years_of_Tenure,Salary,Company
Data Scientist_126,Data Scientist,Female,28,Bachelor's,4.0,2,"$8,662.50",Accenture
Data Scientist_127,Data Scientist,Male,29,Bachelor's,4.0,0,"$8,662.50",Accenture
Data Scientist_128,Data Scientist,Female,29,Diploma,4.0,1,"$6,560.71",Accenture
Data Scientist_129,Data Scientist,Male,29,Bachelor's,4.0,1,"$8,662.50",Accenture
Data Scientist_130,Data Scientist,Male,29,Master's,4.0,2,"$8,662.50",Accenture
Data Scientist_131,Data Scientist,Female,21,Diploma,0.0,0,"$4,512.50",Accenture
Data Scientist_132,Data Scientist,Male,29,Master's,4.0,0,"$8,662.50",Accenture
Data Scientist_133,Data Scientist,Female,28,Bachelor's,4.0,2,"$8,662.50",Accenture
Data Scientist_134,Data Scientist,Male,29,Bachelor's,4.0,2,"$8,662.50",Accenture
Data Scientist_135,Data Scientist,Male,25,Bachelor's,1.5,0,"$8,662.50",Accenture
Data Scientist_136,Data Scientist,Female,23,Bachelor's,1.0,1,"$7,620.27",Accenture
Data Scientist_137,Data Scientist,Male,29,Diploma,4.0,1,"$7,658.30",Accenture
Data Scientist_138,Data Scientist,Male,24,Bachelor's,0.5,0,"$8,049.08",Accenture
Data Scientist_139,Data Scientist,Male,24,Bachelor's,1.5,1,"$8,662.50",Accenture
Data Scientist_140,Data Scientist,Female,27,Bachelor's,4.0,0,"$8,662.50",Accenture
Data Scientist_141,Data Scientist,Male,29,Master's,4.0,1,"$8,662.50",Accenture
Data Scientist_142,Data Scientist,Male,27,Bachelor's,3.5,0,"$8,662.50",Accenture
Data Scientist_143,Data Scientist,Female,29,Bachelor's,4.0,2,"$8,392.98",Accenture
Data Scientist_144,Data Scientist,Female,23,Bachelor's,0.0,0,"$5,833.68",Accenture
Data Scientist_145,Data Scientist,Female,27,Master's,4.0,0,"$8,662.50",Accenture
Data Scientist_146,Data Scientist,Female,23,Bachelor's,2.0,2,"$7,052.14",Accenture
Data Scientist_147,Data Scientist,Male,28,Bachelor's,4.0,2,"$8,662.50",Accenture
Data Scientist_148,Data Scientist,Female,28,Bachelor's,4.0,2,"$8,662.50",Accenture
Data Scientist_149,Data Scientist,Female,26,Bachelor's,3.0,2,"$8,662.50",Accenture
Data Scientist_150,Data Scientist,Female,27,Bachelor's,4.0,2,"$8,377.07",Accenture
Product Manager_151,Product Manager,Male,24,Bachelor's,0.5,0,"$7,300.27",Accenture
Product Manager_152,Product Manager,Male,28,Diploma,4.0,1,"$8,139.23",Accenture
Product Manager_153,Product Manager,Female,23,Bachelor's,0.0,0,"$7,070.02",Accenture
Product Manager_154,Product Manager,Female,28,Bachelor's,4.0,2,"$9,084.97",Accenture
Product Manager_155,Product Manager,Male,29,Bachelor's,4.0,1,"$9,187.50",Accenture
Product Manager_156,Product Manager,Female,25,Master's,4.0,0,"$9,187.50",Accenture
Product Manager_157,Product Manager,Female,25,Bachelor's,4.0,2,"$8,326.87",Accenture
Product Manager_158,Product Manager,Female,26,Bachelor's,3.0,1,"$8,455.62",Accenture
Product Manager_159,Product Manager,Female,26,Bachelor's,4.0,2,"$8,672.15",Accenture
Product Manager_160,Product Manager,Female,21,Bachelor's,0.0,0,"$7,220.28",Accenture
Product Manager_161,Product Manager,Female,26,Bachelor's,3.0,2,"$8,242.48",Accenture
Product Manager_162,Product Manager,Male,27,Bachelor's,4.0,2,"$9,187.50",Accenture
Product Manager_163,Product Manager,Male,25,Bachelor's,2.5,0,"$9,187.50",Accenture
Product Manager_164,Product Manager,Male,23,Bachelor's,0.5,0,"$7,486.51",Accenture
Product Manager_165,Product Manager,Male,23,Bachelor's,0.5,0,"$8,614.04",Accenture
Product Manager_166,Product Manager,Male,26,Diploma,1.5,0,"$6,733.17",Accenture
Product Manager_167,Product Manager,Male,24,Bachelor's,1.5,0,"$8,893.80",Accenture
Product Manager_168,Product Manager,Male,29,Bachelor's,4.0,0,"$9,187.50",Accenture
Product Manager_169,Product Manager,Male,28,Diploma,3.5,0,"$8,614.43",Accenture
Product Manager_170,Product Manager,Female,24,Bachelor's,2.0,2,"$7,967.38",Accenture
Product Manager_171,Product Manager,Female,29,Master's,4.0,2,"$9,187.50",Accenture
Product Manager_172,Product Manager,Female,25,Bachelor's,3.0,2,"$8,041.10",Accenture
Product Manager_173,Product Manager,Male,29,Bachelor's,4.0,1,"$9,187.50",Accenture
Product Manager_174,Product Manager,Male,29,Bachelor's,4.0,1,"$9,187.50",Accenture
Product Manager_175,Product Manager,Male,24,Bachelor's,1.5,0,"$8,771.81",Accenture
Product Manager_176,Product Manager,Female,25,Bachelor's,2.0,2,"$8,149.22",Accenture
Product Manager_177,Product Manager,Female,21,Bachelor's,0.0,0,"$6,878.63",Accenture
Product Manager_178,Product Manager,Female,27,Diploma,4.0,0,"$7,648.62",Accenture
Product Manager_179,Product Manager,Female,28,Bachelor's,4.0,2,"$8,231.91",Accenture
Product Manager_180,Product Manager,Female,27,Diploma,4.0,2,"$6,654.11",Accenture
