Employee_ID,Job_Title,Gender,Age,Education_Level,Years_of_Experience,Years_of_Tenure,Salary,Company
Software Engineer_243,Software Engineer,Female,24,Bachelor's,1.0,0,"$11,185.21",Tiktok
Software Engineer_244,Software Engineer,Female,27,Bachelor's,4.0,1,"$12,600.00",Tiktok
Software Engineer_245,Software Engineer,Male,29,Bachelor's,4.0,2,"$12,600.00",Tiktok
Software Engineer_246,Software Engineer,Male,26,Diploma,2.5,1,"$10,091.33",Tiktok
Software Engineer_247,Software Engineer,Male,23,Bachelor's,0.5,0,"$11,542.98",Tiktok
Software Engineer_248,Software Engineer,Male,26,Bachelor's,3.5,1,"$12,600.00",Tiktok
Software Engineer_249,Software Engineer,Male,27,Diploma,4.0,2,"$12,233.86",Tiktok
Software Engineer_250,Software Engineer,Male,28,Bachelor's,3.5,2,"$12,600.00",Tiktok
Software Engineer_251,Software Engineer,Male,29,Bachelor's,4.0,2,"$12,600.00",Tiktok
Software Engineer_252,Software Engineer,Female,26,Bachelor's,4.0,2,"$12,600.00",Tiktok
Software Engineer_253,Software Engineer,Female,26,Master's,4.0,2,"$12,600.00",Tiktok
Software Engineer_254,Software Engineer,Female,21,Bachelor's,0.0,0,"$10,643.84",Tiktok
Software Engineer_255,Software Engineer,Female,22,Bachelor's,0.0,0,"$11,010.47",Tiktok
Software Engineer_256,Software Engineer,Male,28,Diploma,4.0,2,"$12,600.00",Tiktok
Software Engineer_257,Software Engineer,Female,24,Bachelor's,1.0,0,"$10,514.07",Tiktok
Software Engineer_258,Software Engineer,Female,29,Bachelor's,4.0,0,"$12,600.00",Tiktok
Software Engineer_259,Software Engineer,Female,23,Bachelor's,0.0,0,"$11,288.97",Tiktok
Software Engineer_260,Software Engineer,Female,28,Bachelor's,4.0,0,"$12,600.00",Tiktok
Software Engineer_261,Software Engineer,Male,27,Diploma,4.0,1,"$11,619.00",Tiktok
Software Engineer_262,Software Engineer,Male,29,Diploma,4.0,2,"$12,600.00",Tiktok
Software Engineer_263,Software Engineer,Female,27,Bachelor's,4.0,0,"$12,600.00",Tiktok
Software Engineer_264,Software Engineer,Female,23,Diploma,1.0,0,"$9,018.13",Tiktok
Software Engineer_265,Software Engineer,Male,29,Bachelor's,4.0,2,"$12,600.00",Tiktok
Software Engineer_266,Software Engineer,Female,24,Bachelor's,1.0,0,"$11,392.53",Tiktok
Software Engineer_267,Software Engineer,Male,26,Bachelor's,2.5,2,"$12,600.00",Tiktok
Software Engineer_268,Software Engineer,Female,21,Bachelor's,0.0,0,"$10,225.83",Tiktok
Software Engineer_269,Software Engineer,Male,23,Bachelor's,0.5,0,"$12,600.00",Tiktok
Software Engineer_270,Software Engineer,Male,29,Bachelor's,4.0,1,"$12,600.00",Tiktok
Software Engineer_271,Software Engineer,Male,28,Diploma,4.0,2,"$12,042.20",Tiktok
Software Engineer_272,Software Engineer,Male,29,Bachelor's,4.0,2,"$12,600.00",Tiktok
Software Engineer_273,Software Engineer,Male,24,Bachelor's,1.5,0,"$11,711.89",Tiktok
Software Engineer_274,Software Engineer,Male,28,Bachelor's,3.5,0,"$12,600.00",Tiktok
Software Engineer_275,Software Engineer,Male,29,Bachelor's,4.0,0,"$12,600.00",Tiktok
Software Engineer_276,Software Engineer,Male,29,Master's,4.0,2,"$12,600.00",Tiktok
Software Engineer_277,Software Engineer,Male,28,Bachelor's,3.5,0,"$12,600.00",Tiktok
Software Engineer_278,Software Engineer,Female,27,Diploma,4.0,2,"$11,966.47",Tiktok
Software Engineer_279,Software Engineer,Female,21,Master's,0.0,0,"$12,600.00",Tiktok
Software Engineer_280,Software Engineer,Female,27,Bachelor's,4.0,2,"$12,600.00",Tiktok
Data Scientist_281,Data Scientist,Male,28,Master's,4.0,2,"$11,550.00",Tiktok
Data Scientist_282,Data Scientist,Male,23,Bachelor's,0.5,0,"$11,024.41",Tiktok
Data Scientist_283,Data Scientist,Female,24,Bachelor's,1.0,1,"$9,763.01",Tiktok
Data Scientist_284,Data Scientist,Female,28,Bachelor's,4.0,0,"$11,542.32",Tiktok
Data Scientist_285,Data Scientist,Male,26,Bachelor's,2.5,1,"$11,550.00",Tiktok
Data Scientist_286,Data Scientist,Male,26,Master's,2.5,0,"$11,550.00",Tiktok
Data Scientist_287,Data Scientist,Male,29,Bachelor's,4.0,2,"$11,550.00",Tiktok
Data Scientist_288,Data Scientist,Female,27,Diploma,4.0,1,"$9,468.78",Tiktok
Data Scientist_289,Data Scientist,Female,26,Bachelor's,3.0,2,"$10,328.69",Tiktok
Data Scientist_290,Data Scientist,Female,25,Bachelor's,3.0,1,"$11,169.31",Tiktok
Data Scientist_291,Data Scientist,Female,24,Diploma,1.0,0,"$8,145.73",Tiktok
Data Scientist_292,Data Scientist,Male,29,Bachelor's,4.0,2,"$11,550.00",Tiktok
Data Scientist_293,Data Scientist,Male,26,Bachelor's,3.5,1,"$11,550.00",Tiktok
Data Scientist_294,Data Scientist,Female,24,Bachelor's,2.0,0,"$9,778.52",Tiktok
Data Scientist_295,Data Scientist,Male,28,Diploma,3.5,2,"$9,585.53",Tiktok
Data Scientist_296,Data Scientist,Female,29,Bachelor's,4.0,1,"$11,470.33",Tiktok
Data Scientist_297,Data Scientist,Male,29,Bachelor's,4.0,1,"$11,550.00",Tiktok
Data Scientist_298,Data Scientist,Male,28,Diploma,4.0,2,"$11,528.31",Tiktok
Data Scientist_299,Data Scientist,Female,29,Bachelor's,4.0,2,"$11,550.00",Tiktok
Data Scientist_300,Data Scientist,Female,23,Bachelor's,2.0,0,"$10,481.01",Tiktok
Data Scientist_301,Data Scientist,Male,29,Bachelor's,4.0,2,"$11,550.00",Tiktok
Data Scientist_302,Data Scientist,Female,26,Bachelor's,4.0,2,"$11,550.00",Tiktok
Data Scientist_303,Data Scientist,Female,26,Bachelor's,4.0,1,"$11,550.00",Tiktok
Data Scientist_304,Data Scientist,Female,26,Bachelor's,4.0,2,"$11,550.00",Tiktok
Data Scientist_305,Data Scientist,Male,24,Bachelor's,1.5,1,"$11,550.00",Tiktok
Data Scientist_306,Data Scientist,Male,24,Master's,0.5,0,"$11,550.00",Tiktok
Data Scientist_307,Data Scientist,Male,25,Bachelor's,0.5,0,"$10,444.89",Tiktok
Data Scientist_308,Data Scientist,Male,29,Bachelor's,4.0,0,"$11,550.00",Tiktok
Data Scientist_309,Data Scientist,Female,22,Master's,1.0,0,"$11,550.00",Tiktok
Data Scientist_310,Data Scientist,Female,22,Bachelor's,0.0,0,"$9,748.34",Tiktok
Data Scientist_311,Data Scientist,Female,26,Bachelor's,4.0,2,"$11,143.22",Tiktok
Data Scientist_312,Data Scientist,Male,23,Master's,0.5,0,"$11,550.00",Tiktok
Data Scientist_313,Data Scientist,Male,29,Diploma,4.0,2,"$9,732.98",Tiktok
Data Scientist_314,Data Scientist,Female,25,Bachelor's,4.0,2,"$11,550.00",Tiktok
Data Scientist_315,Data Scientist,Female,23,Master's,1.0,1,"$11,550.00",Tiktok
Data Scientist_316,Data Scientist,Male,29,Diploma,4.0,2,"$10,543.07",Tiktok
Data Scientist_317,Data Scientist,Male,28,Master's,4.0,2,"$11,550.00",Tiktok
Data Scientist_318,Data Scientist,Female,21,Bachelor's,0.0,0,"$8,616.67",Tiktok
Data Scientist_319,Data Scientist,Male,23,Bachelor's,0.5,0,"$11,550.00",Tiktok
Data Scientist_320,Data Scientist,Female,26,Bachelor's,4.0,0,"$11,550.00",Tiktok
Data Scientist_321,Data Scientist,Female,28,Bachelor's,4.0,0,"$11,550.00",Tiktok
Data Scientist_322,Data Scientist,Male,25,Master's,0.5,0,"$11,550.00",Tiktok
Data Scientist_323,Data Scientist,Male,29,Diploma,4.0,2,"$11,356.02",Tiktok
Data Scientist_324,Data Scientist,Female,25,Bachelor's,2.0,1,"$11,019.72",Tiktok
Data Scientist_325,Data Scientist,Male,28,Bachelor's,4.0,2,"$11,550.00",Tiktok
Data Scientist_326,Data Scientist,Male,24,Diploma,0.5,0,"$8,908.04",Tiktok
Data Scientist_327,Data Scientist,Male,29,Bachelor's,4.0,2,"$11,550.00",Tiktok
Data Scientist_328,Data Scientist,Male,29,Bachelor's,4.0,2,"$11,550.00",Tiktok
Data Scientist_329,Data Scientist,Male,29,Bachelor's,4.0,1,"$11,550.00",Tiktok
Data Scientist_330,Data Scientist,Female,25,Master's,2.0,0,"$11,550.00",Tiktok
Product Manager_331,Product Manager,Male,24,Bachelor's,1.5,0,"$11,885.23",Tiktok
Product Manager_332,Product Manager,Female,26,Master's,4.0,0,"$12,600.00",Tiktok
Product Manager_333,Product Manager,Male,23,Bachelor's,0.5,0,"$10,807.60",Tiktok
Product Manager_334,Product Manager,Male,29,Bachelor's,4.0,0,"$12,099.56",Tiktok
Product Manager_335,Product Manager,Male,23,Bachelor's,0.5,0,"$10,746.51",Tiktok
Product Manager_336,Product Manager,Female,27,Bachelor's,4.0,2,"$11,647.39",Tiktok
Product Manager_337,Product Manager,Male,28,Master's,4.0,2,"$12,600.00",Tiktok
Product Manager_338,Product Manager,Female,21,Diploma,0.0,0,"$7,042.67",Tiktok
Product Manager_339,Product Manager,Female,27,Bachelor's,4.0,2,"$12,330.23",Tiktok
Product Manager_340,Product Manager,Female,23,Bachelor's,2.0,0,"$9,711.22",Tiktok
Product Manager_341,Product Manager,Male,28,Bachelor's,4.0,2,"$12,600.00",Tiktok
Product Manager_342,Product Manager,Female,23,Bachelor's,1.0,0,"$9,587.23",Tiktok
Product Manager_343,Product Manager,Male,29,Bachelor's,4.0,2,"$12,600.00",Tiktok
Product Manager_344,Product Manager,Male,26,Bachelor's,3.5,2,"$12,384.20",Tiktok
Product Manager_345,Product Manager,Female,21,Diploma,0.0,0,"$6,858.62",Tiktok
Product Manager_346,Product Manager,Male,25,Bachelor's,0.5,0,"$9,757.89",Tiktok
Product Manager_347,Product Manager,Male,29,Bachelor's,4.0,1,"$12,325.30",Tiktok
Product Manager_348,Product Manager,Male,28,Bachelor's,4.0,2,"$12,600.00",Tiktok
Product Manager_349,Product Manager,Female,25,Bachelor's,2.0,1,"$10,793.80",Tiktok
Product Manager_350,Product Manager,Female,24,Bachelor's,3.0,0,"$10,359.20",Tiktok
Product Manager_351,Product Manager,Female,21,Master's,0.0,0,"$9,831.70",Tiktok
Product Manager_352,Product Manager,Male,26,Diploma,3.5,0,"$9,616.42",Tiktok
Product Manager_353,Product Manager,Female,29,Bachelor's,4.0,1,"$11,879.86",Tiktok
Product Manager_354,Product Manager,Male,28,Bachelor's,3.5,0,"$11,938.61",Tiktok
Product Manager_355,Product Manager,Male,28,Bachelor's,3.5,1,"$12,001.04",Tiktok
Product Manager_356,Product Manager,Female,27,Bachelor's,4.0,2,"$11,191.40",Tiktok
Product Manager_357,Product Manager,Female,25,Diploma,2.0,2,"$7,953.51",Tiktok
Product Manager_358,Product Manager,Female,25,Diploma,4.0,1,"$9,573.30",Tiktok
Product Manager_359,Product Manager,Female,29,Bachelor's,4.0,1,"$11,519.28",Tiktok
Product Manager_360,Product Manager,Male,26,Bachelor's,1.5,1,"$11,807.60",Tiktok
