Employee_ID,Job_Title,Gender,Age,Education_Level,Years_of_Experience,Years_of_Tenure,Salary
Data Scientist_50,Data Scientist,Female,25,Diploma,3,0,"$8,805.95"
Data Scientist_19,Data Scientist,Male,29,Bachelor's,1,0,"$8,796.52"
Software Engineer_81,Software Engineer,Male,30,Bachelor's,3,3,"$8,780.33"
Software Engineer_68,Software Engineer,Female,30,Bachelor's,4,2,"$8,762.91"
Software Engineer_44,Software Engineer,Male,30,Bachelor's,2,2,"$8,740.05"
Software Engineer_95,Software Engineer,Female,30,Bachelor's,2,0,"$8,739.20"
Data Scientist_36,Data Scientist,Female,29,Bachelor's,5,4,"$8,736.81"
Software Engineer_66,Software Engineer,Male,25,Bachelor's,3,1,"$8,730.96"
Software Engineer_100,Software Engineer,Male,27,Master's,1,0,"$8,727.34"
Software Engineer_1,Software Engineer,Male,30,Master's,3,0,"$8,715.88"
Data Scientist_31,Data Scientist,Male,29,Master's,4,3,"$8,706.70"
Software Engineer_30,Software Engineer,Female,27,Bachelor's,5,3,"$8,698.67"
Data Scientist_18,Data Scientist,Female,28,Bachelor's,3,2,"$8,679.53"
Product Manager_11,Product Manager,Male,28,Diploma,2,1,"$8,676.57"
Data Scientist_13,Data Scientist,Male,21,Diploma,0,0,"$8,659.30"
Software Engineer_83,Software Engineer,Female,29,Master's,2,0,"$8,645.28"
Data Scientist_14,Data Scientist,Female,26,Bachelor's,3,2,"$8,638.15"
Product Manager_7,Product Manager,Female,27,Diploma,3,2,"$8,627.54"
Data Scientist_11,Data Scientist,Female,28,Bachelor's,5,2,"$8,612.21"
Software Engineer_79,Software Engineer,Male,29,Diploma,5,2,"$8,606.11"
Software Engineer_61,Software Engineer,Male,25,Bachelor's,1,0,"$8,603.80"
Product Manager_27,Product Manager,Male,26,Diploma,2,1,"$8,587.50"
Software Engineer_11,Software Engineer,Female,27,Diploma,4,4,"$8,581.55"
Software Engineer_55,Software Engineer,Female,30,Bachelor's,5,4,"$8,575.83"
Software Engineer_99,Software Engineer,Male,24,Bachelor's,2,2,"$8,549.02"
Software Engineer_58,Software Engineer,Male,30,Bachelor's,5,3,"$8,540.25"
Software Engineer_2,Software Engineer,Male,30,Bachelor's,3,2,"$8,537.85"
Software Engineer_97,Software Engineer,Male,26,Bachelor's,3,2,"$8,520.57"
Data Scientist_35,Data Scientist,Female,26,Diploma,0,0,"$8,498.95"
Software Engineer_47,Software Engineer,Male,30,Bachelor's,4,1,"$8,497.14"
Product Manager_28,Product Manager,Female,29,Master's,4,4,"$8,485.33"
Software Engineer_74,Software Engineer,Female,27,Bachelor's,2,1,"$8,445.22"
Software Engineer_33,Software Engineer,Female,29,Master's,0,0,"$8,444.06"
Product Manager_22,Product Manager,Female,26,Master's,1,1,"$8,437.13"
Product Manager_5,Product Manager,Male,23,Bachelor's,1,0,"$8,432.77"
Product Manager_18,Product Manager,Male,24,Bachelor's,2,1,"$8,430.11"
Software Engineer_59,Software Engineer,Male,29,Diploma,4,3,"$8,394.34"
Data Scientist_44,Data Scientist,Female,28,Bachelor's,5,2,"$8,393.43"
Software Engineer_12,Software Engineer,Female,23,Bachelor's,0,0,"$8,375.56"
Data Scientist_28,Data Scientist,Male,27,Bachelor's,2,1,"$8,369.96"
Software Engineer_14,Software Engineer,Male,30,Bachelor's,5,4,"$8,352.57"
Software Engineer_84,Software Engineer,Male,29,Bachelor's,5,0,"$8,351.83"
Software Engineer_60,Software Engineer,Male,28,Bachelor's,5,4,"$8,324.60"
Product Manager_15,Product Manager,Male,29,Bachelor's,5,2,"$8,324.28"
Software Engineer_13,Software Engineer,Female,27,Bachelor's,1,1,"$8,305.01"
Software Engineer_94,Software Engineer,Female,28,Bachelor's,3,3,"$8,269.86"
Software Engineer_56,Software Engineer,Male,24,Diploma,4,2,"$8,268.11"
Software Engineer_92,Software Engineer,Female,24,Bachelor's,1,0,"$8,253.73"
Product Manager_24,Product Manager,Female,29,Bachelor's,5,4,"$8,250.13"
Product Manager_10,Product Manager,Female,28,Bachelor's,5,3,"$8,240.40"
Software Engineer_51,Software Engineer,Male,23,Diploma,2,0,"$8,234.68"
Software Engineer_64,Software Engineer,Female,30,Master's,4,0,"$8,230.25"
Software Engineer_18,Software Engineer,Male,25,Bachelor's,3,0,"$8,225.45"
Software Engineer_50,Software Engineer,Female,30,Bachelor's,1,1,"$8,215.63"
Software Engineer_48,Software Engineer,Female,26,Bachelor's,2,2,"$8,212.68"
Product Manager_20,Product Manager,Female,29,Bachelor's,0,0,"$8,207.19"
Software Engineer_98,Software Engineer,Female,29,Master's,1,0,"$8,204.43"
Data Scientist_5,Data Scientist,Female,23,Diploma,0,0,"$8,173.65"
Product Manager_2,Product Manager,Female,30,Bachelor's,1,0,"$8,166.07"
Software Engineer_16,Software Engineer,Female,26,Diploma,5,0,"$8,165.63"
Software Engineer_76,Software Engineer,Male,28,Bachelor's,1,1,"$8,157.14"
Software Engineer_28,Software Engineer,Male,29,Bachelor's,0,0,"$8,140.66"
Software Engineer_36,Software Engineer,Male,24,Bachelor's,0,0,"$8,140.18"
Software Engineer_71,Software Engineer,Female,29,Bachelor's,1,1,"$8,133.02"
Product Manager_26,Product Manager,Female,29,Bachelor's,0,0,"$8,131.66"
Software Engineer_20,Software Engineer,Male,23,Bachelor's,1,1,"$8,109.55"
Software Engineer_80,Software Engineer,Male,25,Diploma,2,1,"$8,109.23"
Product Manager_16,Product Manager,Female,28,Bachelor's,0,0,"$8,102.87"
Software Engineer_82,Software Engineer,Male,27,Bachelor's,3,1,"$8,077.04"
Product Manager_19,Product Manager,Female,29,Bachelor's,5,5,"$8,074.22"
Software Engineer_53,Software Engineer,Female,27,Diploma,1,0,"$8,065.81"
Product Manager_9,Product Manager,Female,27,Bachelor's,3,1,"$8,052.09"
Product Manager_6,Product Manager,Female,26,Diploma,4,2,"$8,051.90"
Software Engineer_43,Software Engineer,Male,28,Bachelor's,0,0,"$8,035.02"
Software Engineer_34,Software Engineer,Female,23,Bachelor's,1,0,"$8,032.48"
Software Engineer_93,Software Engineer,Female,27,Diploma,0,0,"$8,026.28"
Software Engineer_91,Software Engineer,Female,23,Bachelor's,1,0,"$8,017.33"
Software Engineer_40,Software Engineer,Male,30,Bachelor's,0,0,"$8,016.11"
Software Engineer_88,Software Engineer,Female,29,Bachelor's,3,1,"$7,995.66"
Product Manager_14,Product Manager,Male,22,Bachelor's,0,0,"$7,988.92"
Product Manager_4,Product Manager,Female,29,Diploma,5,4,"$7,973.67"
Software Engineer_9,Software Engineer,Female,29,Bachelor's,0,0,"$7,967.67"
Software Engineer_57,Software Engineer,Male,29,Diploma,3,3,"$7,956.47"
Product Manager_21,Product Manager,Male,29,Bachelor's,2,1,"$7,947.94"
Software Engineer_6,Software Engineer,Male,23,Diploma,2,1,"$7,923.34"
Software Engineer_45,Software Engineer,Female,25,Bachelor's,2,0,"$7,910.05"
Product Manager_12,Product Manager,Male,29,Diploma,5,3,"$7,893.84"
Product Manager_3,Product Manager,Male,30,Diploma,3,2,"$7,886.53"
Product Manager_17,Product Manager,Male,24,Diploma,1,0,"$7,885.05"
Software Engineer_24,Software Engineer,Female,30,Diploma,4,1,"$7,864.08"
Software Engineer_10,Software Engineer,Male,30,Diploma,5,2,"$7,855.26"
Software Engineer_41,Software Engineer,Female,30,Diploma,3,1,"$7,846.15"
Product Manager_23,Product Manager,Male,28,Bachelor's,1,0,"$7,838.10"
Software Engineer_4,Software Engineer,Male,25,Bachelor's,0,0,"$7,809.36"
Software Engineer_31,Software Engineer,Female,25,Master's,1,0,"$7,785.34"
Software Engineer_72,Software Engineer,Female,30,Bachelor's,0,0,"$7,778.84"
Software Engineer_15,Software Engineer,Female,27,Bachelor's,1,1,"$7,774.51"
Software Engineer_73,Software Engineer,Female,29,Bachelor's,2,0,"$7,758.47"
Software Engineer_27,Software Engineer,Male,25,Bachelor's,2,2,"$7,755.94"
Software Engineer_17,Software Engineer,Female,24,Bachelor's,1,1,"$7,736.02"
Software Engineer_23,Software Engineer,Female,24,Bachelor's,0,0,"$7,732.88"
Product Manager_1,Product Manager,Female,24,Diploma,4,1,"$7,731.82"
Software Engineer_69,Software Engineer,Male,26,Bachelor's,0,0,"$7,723.63"
Software Engineer_49,Software Engineer,Female,25,Bachelor's,1,0,"$7,699.00"
Software Engineer_8,Software Engineer,Male,23,Bachelor's,1,1,"$7,692.31"
Software Engineer_65,Software Engineer,Female,25,Diploma,4,2,"$7,671.42"
Software Engineer_89,Software Engineer,Female,26,Diploma,1,1,"$7,659.80"
Software Engineer_38,Software Engineer,Male,30,Diploma,1,0,"$7,649.66"
Software Engineer_21,Software Engineer,Male,24,Bachelor's,1,0,"$7,605.22"
Software Engineer_87,Software Engineer,Male,22,Diploma,1,0,"$7,597.80"
Software Engineer_62,Software Engineer,Female,25,Diploma,2,1,"$7,584.05"
Software Engineer_63,Software Engineer,Male,21,Diploma,0,0,"$7,578.42"
Software Engineer_85,Software Engineer,Female,25,Bachelor's,2,0,"$7,578.27"
Product Manager_8,Product Manager,Female,30,Diploma,2,2,"$7,571.64"
Software Engineer_78,Software Engineer,Female,30,Bachelor's,0,0,"$7,565.38"
Software Engineer_46,Software Engineer,Female,25,Bachelor's,0,0,"$7,555.36"
Software Engineer_42,Software Engineer,Female,27,Diploma,0,0,"$7,529.08"
Software Engineer_67,Software Engineer,Female,29,Diploma,3,3,"$7,468.68"
Software Engineer_35,Software Engineer,Male,27,Diploma,0,0,"$7,442.75"
Product Manager_13,Product Manager,Male,29,Diploma,2,2,"$7,428.87"
Software Engineer_22,Software Engineer,Male,25,Bachelor's,2,1,"$7,381.13"
Software Engineer_52,Software Engineer,Female,23,Diploma,1,1,"$7,380.94"
Software Engineer_25,Software Engineer,Male,30,Diploma,2,2,"$7,357.79"
Software Engineer_19,Software Engineer,Female,26,Diploma,1,0,"$7,346.55"
Software Engineer_96,Software Engineer,Female,28,Diploma,2,2,"$7,345.38"
Software Engineer_39,Software Engineer,Female,24,Bachelor's,1,1,"$7,340.16"
Software Engineer_77,Software Engineer,Female,29,Bachelor's,5,3,"$7,280.22"
Software Engineer_37,Software Engineer,Male,25,Diploma,1,0,"$7,122.12"
Software Engineer_7,Software Engineer,Male,30,Diploma,0,0,"$6,858.84"
