Employee_ID,Job_Title,Gender,Age,Education_Level,Years_of_Experience,Years_of_Tenure,Salary
Software Engineer_57,Software Engineer,Female,22,Bachelor's,0,0,"$3,928.05"
Software Engineer_58,Software Engineer,Male,24,Master's,0,0,"$4,187.36"
Software Engineer_59,Software Engineer,Female,27,Bachelor's,5,4,"$4,756.31"
Software Engineer_60,Software Engineer,Female,29,Bachelor's,4,1,"$4,013.46"
Software Engineer_61,Software Engineer,Female,25,Bachelor's,3,2,"$4,330.83"
Software Engineer_62,Software Engineer,Female,30,Bachelor's,1,1,"$3,857.65"
Software Engineer_63,Software Engineer,Male,27,Bachelor's,5,2,"$4,289.32"
Software Engineer_64,Software Engineer,Female,26,Master's,0,0,"$3,601.73"
Software Engineer_65,Software Engineer,Female,24,Diploma,0,0,"$3,570.53"
Software Engineer_66,Software Engineer,Female,27,Diploma,0,0,"$3,936.87"
Software Engineer_67,Software Engineer,Female,26,Bachelor's,1,1,"$4,165.21"
Software Engineer_68,Software Engineer,Female,30,Bachelor's,5,2,"$4,218.63"
Software Engineer_69,Software Engineer,Female,24,Diploma,2,0,"$3,721.88"
Software Engineer_70,Software Engineer,Male,26,Bachelor's,3,2,"$4,013.65"
Software Engineer_71,Software Engineer,Female,25,Bachelor's,1,0,"$3,849.47"
Software Engineer_72,Software Engineer,Female,28,Bachelor's,0,0,"$3,488.79"
Software Engineer_73,Software Engineer,Female,26,Bachelor's,2,2,"$3,661.93"
Software Engineer_74,Software Engineer,Male,27,Diploma,5,2,"$4,066.53"
Software Engineer_75,Software Engineer,Female,25,Diploma,3,1,"$3,680.38"
Software Engineer_76,Software Engineer,Female,29,Bachelor's,5,2,"$4,538.44"
Software Engineer_77,Software Engineer,Female,30,Diploma,5,1,"$3,906.64"
Software Engineer_78,Software Engineer,Male,29,Bachelor's,0,0,"$4,045.43"
Software Engineer_79,Software Engineer,Female,30,Bachelor's,2,1,"$4,125.14"
Software Engineer_80,Software Engineer,Female,27,Bachelor's,5,4,"$4,274.27"
Software Engineer_81,Software Engineer,Female,30,Bachelor's,4,2,"$3,789.64"
Software Engineer_82,Software Engineer,Male,25,Diploma,3,3,"$4,405.99"
Software Engineer_83,Software Engineer,Male,26,Bachelor's,3,2,"$4,255.59"
Software Engineer_84,Software Engineer,Female,23,Diploma,2,1,"$4,077.34"
Software Engineer_85,Software Engineer,Female,25,Bachelor's,1,1,"$4,198.85"
Software Engineer_86,Software Engineer,Female,27,Bachelor's,1,0,"$4,019.76"
Software Engineer_87,Software Engineer,Male,27,Bachelor's,3,3,"$4,825.80"
Software Engineer_88,Software Engineer,Female,28,Diploma,2,0,"$4,173.82"
Software Engineer_89,Software Engineer,Female,27,Bachelor's,0,0,"$3,733.43"
Software Engineer_90,Software Engineer,Male,26,Bachelor's,1,0,"$4,316.37"
Software Engineer_91,Software Engineer,Male,29,Bachelor's,5,3,"$4,564.75"
Software Engineer_92,Software Engineer,Female,24,Diploma,2,2,"$3,708.94"
Software Engineer_93,Software Engineer,Female,27,Bachelor's,4,0,"$4,595.38"
Software Engineer_94,Software Engineer,Female,29,Diploma,1,1,"$4,062.73"
Software Engineer_95,Software Engineer,Female,29,Bachelor's,4,4,"$4,327.00"
Software Engineer_96,Software Engineer,Female,27,Bachelor's,1,0,"$3,888.23"
Software Engineer_97,Software Engineer,Female,26,Diploma,3,3,"$3,663.89"
Software Engineer_98,Software Engineer,Male,24,Diploma,3,3,"$3,721.12"
Software Engineer_99,Software Engineer,Female,27,Bachelor's,5,5,"$4,343.73"
Software Engineer_100,Software Engineer,Female,28,Bachelor's,2,0,"$4,533.80"
Data Scientist_1,Data Scientist,Female,25,Diploma,2,0,"$5,271.39"
Data Scientist_2,Data Scientist,Female,29,Bachelor's,1,0,"$6,085.61"
Data Scientist_3,Data Scientist,Female,26,Diploma,3,2,"$5,366.70"
Data Scientist_4,Data Scientist,Male,27,Diploma,5,1,"$6,275.46"
Data Scientist_5,Data Scientist,Female,30,Diploma,3,2,"$5,253.47"
Data Scientist_6,Data Scientist,Male,26,Diploma,0,0,"$5,660.56"
Data Scientist_7,Data Scientist,Female,25,Bachelor's,2,2,"$6,040.28"
Data Scientist_8,Data Scientist,Male,30,Diploma,3,0,"$5,818.41"
Data Scientist_9,Data Scientist,Male,30,Bachelor's,2,0,"$5,921.65"
Data Scientist_10,Data Scientist,Female,28,Bachelor's,0,0,"$6,090.57"
Data Scientist_11,Data Scientist,Male,26,Bachelor's,4,1,"$6,208.31"
Data Scientist_12,Data Scientist,Female,24,Master's,0,0,"$5,638.54"
Data Scientist_13,Data Scientist,Male,28,Bachelor's,5,0,"$6,131.88"
Data Scientist_14,Data Scientist,Male,30,Master's,0,0,"$5,576.75"
Data Scientist_15,Data Scientist,Male,27,Bachelor's,3,0,"$5,575.38"
Data Scientist_16,Data Scientist,Male,29,Bachelor's,5,1,"$6,502.21"
Data Scientist_17,Data Scientist,Male,24,Bachelor's,1,0,"$6,296.73"
Data Scientist_18,Data Scientist,Male,28,Bachelor's,2,1,"$6,360.65"
Data Scientist_19,Data Scientist,Male,28,Bachelor's,5,0,"$6,229.34"
Data Scientist_20,Data Scientist,Female,28,Master's,4,1,"$6,297.65"
Data Scientist_21,Data Scientist,Male,27,Bachelor's,2,2,"$6,187.81"
Data Scientist_22,Data Scientist,Male,28,Bachelor's,1,1,"$4,901.28"
Data Scientist_23,Data Scientist,Male,25,Diploma,4,3,"$5,468.66"
Data Scientist_24,Data Scientist,Female,26,Bachelor's,3,0,"$6,535.50"
Data Scientist_25,Data Scientist,Male,30,Bachelor's,4,4,"$6,662.57"
Data Scientist_26,Data Scientist,Male,30,Master's,5,1,"$6,420.42"
Data Scientist_27,Data Scientist,Male,28,Diploma,3,0,"$6,828.49"
Data Scientist_28,Data Scientist,Female,23,Bachelor's,1,1,"$5,062.81"
Data Scientist_29,Data Scientist,Male,25,Bachelor's,3,3,"$6,191.78"
Data Scientist_30,Data Scientist,Male,25,Diploma,5,0,"$5,834.15"
Data Scientist_31,Data Scientist,Female,29,Master's,5,2,"$6,522.98"
Data Scientist_32,Data Scientist,Female,30,Bachelor's,3,0,"$5,624.41"
Data Scientist_33,Data Scientist,Male,26,Bachelor's,2,0,"$6,577.08"
Data Scientist_34,Data Scientist,Male,27,Bachelor's,3,3,"$5,735.14"
Data Scientist_35,Data Scientist,Female,27,Bachelor's,0,0,"$5,627.80"
Data Scientist_36,Data Scientist,Female,29,Bachelor's,1,0,"$5,524.40"
Data Scientist_37,Data Scientist,Male,24,Diploma,4,1,"$5,680.65"
Data Scientist_38,Data Scientist,Female,23,Diploma,1,0,"$4,853.55"
Data Scientist_39,Data Scientist,Male,29,Bachelor's,1,0,"$5,841.85"
Data Scientist_40,Data Scientist,Female,25,Bachelor's,2,0,"$5,668.04"
Data Scientist_41,Data Scientist,Male,29,Master's,5,5,"$7,192.20"
Data Scientist_42,Data Scientist,Male,28,Bachelor's,2,0,"$6,247.65"
Data Scientist_43,Data Scientist,Female,26,Diploma,4,2,"$6,246.35"
Data Scientist_44,Data Scientist,Male,30,Master's,3,0,"$6,739.04"
Data Scientist_45,Data Scientist,Male,29,Bachelor's,2,0,"$6,430.77"
Data Scientist_46,Data Scientist,Female,25,Bachelor's,2,1,"$5,137.77"
Data Scientist_47,Data Scientist,Female,30,Diploma,5,5,"$5,646.30"
Data Scientist_48,Data Scientist,Female,30,Bachelor's,5,0,"$6,128.84"
Data Scientist_49,Data Scientist,Male,29,Bachelor's,3,1,"$6,264.59"
Data Scientist_50,Data Scientist,Female,27,Bachelor's,0,0,"$5,240.66"
Product Manager_1,Product Manager,Male,27,Bachelor's,5,5,"$7,707.59"
Product Manager_2,Product Manager,Female,28,Master's,4,3,"$6,853.26"
Product Manager_3,Product Manager,Male,30,Bachelor's,3,1,"$7,874.09"
Product Manager_4,Product Manager,Male,29,Diploma,1,0,"$7,263.96"
Product Manager_5,Product Manager,Male,26,Bachelor's,4,0,"$6,674.95"
Product Manager_6,Product Manager,Male,26,Bachelor's,4,1,"$7,577.04"
Product Manager_7,Product Manager,Female,25,Bachelor's,2,1,"$7,671.42"
Product Manager_8,Product Manager,Male,27,Bachelor's,1,0,"$6,625.88"
Product Manager_9,Product Manager,Female,27,Bachelor's,4,2,"$8,176.37"
Product Manager_10,Product Manager,Female,28,Bachelor's,1,0,"$6,900.14"
Product Manager_11,Product Manager,Male,27,Bachelor's,5,2,"$6,870.21"
Product Manager_12,Product Manager,Male,27,Diploma,3,2,"$7,502.23"
Product Manager_13,Product Manager,Female,28,Bachelor's,3,0,"$8,043.21"
Product Manager_14,Product Manager,Male,25,Bachelor's,1,1,"$6,687.74"
Product Manager_15,Product Manager,Female,29,Bachelor's,2,1,"$7,023.26"
Product Manager_16,Product Manager,Male,30,Bachelor's,3,2,"$7,556.82"
Product Manager_17,Product Manager,Female,28,Bachelor's,5,4,"$7,003.71"
Product Manager_18,Product Manager,Female,23,Bachelor's,1,0,"$6,351.88"
Product Manager_19,Product Manager,Male,27,Bachelor's,5,2,"$7,832.28"
Product Manager_20,Product Manager,Female,29,Bachelor's,4,1,"$7,264.73"
Product Manager_21,Product Manager,Male,29,Diploma,3,1,"$7,853.78"
Product Manager_22,Product Manager,Female,26,Bachelor's,3,2,"$8,136.81"
Product Manager_23,Product Manager,Male,26,Bachelor's,1,1,"$7,440.42"
Product Manager_24,Product Manager,Female,26,Bachelor's,1,1,"$6,254.39"
Product Manager_25,Product Manager,Female,22,Diploma,0,0,"$5,830.98"
Product Manager_26,Product Manager,Female,23,Bachelor's,1,0,"$7,729.12"
Product Manager_27,Product Manager,Female,27,Bachelor's,2,1,"$6,152.38"
Product Manager_28,Product Manager,Female,28,Diploma,1,0,"$6,634.38"
Product Manager_29,Product Manager,Female,27,Bachelor's,2,2,"$8,525.30"
Product Manager_30,Product Manager,Female,26,Bachelor's,2,2,"$6,256.46"
